English,French,Fulfulde
DG REGIO has not adopted a method to assess the transferability of good practice.,Elles seront donc publiées sur le site RACE sous forme d'études de cas.,
Are we getting warm?,On se rapproche ?,
"Silk wasu (including cocoons unsuitable for reeling, yam waste and gametted nock), carded or combed","Décheu de soie (y compris tes cocons non dévida­bles, I« décheu Je fili et In effiloché!), cardés ou peigné!",
That is an impediment.,C'est un obstacle.,
"- Well, Kenneth, your big day.","- Alors, Kenneth, c'est le grand jour.",
If anybody wants to use something they have to actually come here and request it and then we bring it out and you can look at it.,"Si quelqu'un veut voir quelque chose, il doit venir le demander, et on le sort pour qu'il le regarde.",
"You can't get away, kid.","Tu peux pas t'échapper, petit.",
Chromed (1),Noir (3),
I'm not sure I was.,Je ne suis pas sûre d'avoir eu tort.,
o Includes other contracting (including Advertising / Sponsorship / Public Opinion) Human Resources Management HR Service Delivery,"o Y compris d'autres types de contrat (publicité, commandite, opinion publique) Gestion des Ressources humaines Prestation des services de RH",
Not so rough!,Doucement !,
"You may be tiring and anxious to move out of duality, but you should intuitively know if your journey has been completed.","Vous pouvez être fatigués et désireux de sortir de la dualité, mais vous devriez savoir intuitivement si votre voyage est vraiment complété.",
In this situation the local Churches are not onlookers they work assiduously to assist the stricken people and search for paths to restore peace.,"Face à cette situation, l’Eglise ne reste pas immobile, et travaille pour aider les populations frappées par la violence et pour rechercher les voies de la paix.",
"But there was some misunderstanding, for they did receive a letter from somebody else that they felt gave them permission.","Cependant, il y a eu un certain malentendu, car ils ont reçu une lettre émanant d' une autre personne leur donnant le sentiment qu' ils avaient cette autorisation.",
o Face Protectors & Hockey Helmets,o Rapport final de la Commission d'enquête sur l'approvisionnement en sang au Canada (Commission Krever) (1997),
"We wish to emphasize what the representative of Venezuela said on behalf of the Group of 77 and China: that reform of the Organization should target, first and foremost, the development needs of developing nations.","Nous souhaitons insister sur ce qu'a dit le représentant du Venezuela au nom du Groupe des 77 et de la Chine, à savoir que la réforme de l'Organisation doit être axée, avant toute chose, sur les besoins de développement des nations en développement.",
Her king and her princes are among the nations where the law is not;,Son roi et ses chefs sont parmi les nations; il n`y a plus de loi.,
I didn't want to ruin anything.,Je ne voulais pas risquer de tout gâcher.,
Section V of Chapter I of Decision No 1/95 of the EC-Turkey Association Council of 22 December 1995 on implementing the final phase of the Customs Union [2] establishes the trade arrangements for processed agricultural products.,La section V du chapitre I de la décision no 1/95 du Conseil d’association CE-Turquie du 22 décembre 1995 relative à la mise en place de la phase définitive de l’union douanière [2] établit le régime commercial applicable aux produits agricoles transformés.,
"Until then, however, we have found a way which allows us to continue to enforce our own stricter requirements under the transitional period before we move, in line with other EU Member States, to the general regime.","En attendant, nous avons trouvé une solution qui nous autorise à appliquer nos conditions plus strictes dans le cadre d'une période transitoire, avant de passer à l'application du régime général, comme les autres États membres de l'UE.",
Terminal operators have an opportunity to discuss any problems they may be experiencing and to seek information on matters falling under the Agency's jurisdiction.,Les exploitants des installations terminales ont également l'occasion de discuter de tous problèmes qu'ils ont rencontrés et de demander des renseignements sur des questions qui relèvent de la compétence de l'Office.,
What is the primary lesbian sex act?,"Plus que ça? Oui, sans doute un peu plus.",
Give me four isobolic formations with 90 degree offsets!,I 4 formations à 90 degrés!,
"I've been dreaming about this, Hetty, since I was, like, five years old.","J'en rêve, Hetty depuis que j'ai, quoi, cinq ans.",
"We are skilled in finishing, and since all processing is carried out in-house we can guarantee optimum lead times for your orders – your assurance of prompt deliveries.","Nous maîtrisons toutes ces techniques. Grâce à l’exécution de toutes ces activités en interne, nous pouvons vous garantir un flux optimal de votre commande.",
"We had a debate on European City Guides today but we got very little in terms of reaction from the Council and I think we need to bring more clear messages back to people about what we do here in the European Union and that we are actually here for them, not just to talk about them.","Nous avons organisé aujourd'hui un débat sur le Guide des villes européennes, mais nous n'avons obtenu que très peu de réactions de la part du Conseil, et je pense que nous devons communiquer davantage de messages clairs à nos concitoyens concernant ce que nous faisons dans l'Union européenne et leur montrer que nous sommes là pour eux, et pas simplement pour parler d'eux.",
- What are we talking about?,- On la joue comment ?,
"Is a neighborhood that invites you to street walking, to discover shops, bookstores, ethnic restaurants and above all its bars, many bars, with live music every night.","C’est un quartier pour flâner, découvrir ses magasins, ses librairies, ses restaurants ethniques et surtout, de nombreux bars et une multitude d’activités chaque soir.",
"Acceptable basic training courses are required to cover the full range of theory applicable to the rating requested, and to provide no less than the following amount of instruction:",Les cours de formation de base acceptables doivent couvrir l'ensemble de la théorie applicable à la qualification demandée et ils doivent comprendre au moins le nombre d'heures d'instruction mentionné ci-après:,
"These site ""environments"" utilize the latest developments in technology at a fraction of what it would cost an individual to build and maintain their own site without having to sign over control (and profits) to a record label. artistShare (www.artistshare.com) is one such New York-based Internet company that has taken web marketing and fan culture to a new plateau.",Ces « environnements » de sites utilisent les derniers avènements en matière de technologie à une fraction de ce qu'il en coûterait à un individu pour concevoir et tenir à jour son propre site sans avoir à céder le contrôle (et les profits) à une étiquette phonographique. artistShare (www.artistshare.com) est une compagnie Internet new-yorkaise du genre qui a pris le marketing Web et la culture d'amateurs pour lui faire atteindre un nouveau sommet.,
"But the government cannot use the ""human shields"" argument as an excuse for such extremely high civilian casualties under the bombardment of its heavy weaponry.",Mais le gouvernement ne peut pas se servir de l'argument « bouclier humain » comme justification de ses bombardements massifs qui provoquent un nombre extrêmement élevé de victimes civiles.,
Planned flights between entry fixes and points of entry and between points of exit and exit fixes shall be conducted in accordance with published ICAO standards and recommended practices and national regulations.,Les vols prévus entre des repères d'entrée et des points d'entrée et entre des points de sortie et des repères de sortie doivent être effectués conformément aux normes publiées de l'OACI et selon les pratiques recommandées et les règlements nationaux.,
You'll see.,Tu verras.,
Joy Ogwu (Nigeria).,Mme U. Joy Ogwu (Nigéria).,
"The promotion of linguistic duality is quite rightly associated with the Honourable Jean-Robert Gauthier, the retired Senator and politician who made this issue his number one priority during an outstanding political career. Mr. Gauthier was the Member of Parliament for Ottawa-Vanier from 1972 to 1994 and Senator from 1994 to 2004.","On associe à juste titre la promotion de la dualité linguistique à l’honorable Jean-Robert Gauthier, sénateur à la retraite et homme politique qui en a fait son cheval de bataille au cours d’une carrière politique exceptionnelle. M. Gauthier fut député de la circonscription d’Ottawa-Vanier à la Chambre des communes de 1972 à 1994 et sénateur de 1994 à 2004.",
